osmid,y,x
10602396,49.7500944,6.637228
10602410,49.7495184,6.6401482
10602412,49.7538613,6.6425003
10602431,49.7543476,6.64423
10602432,49.7538325,6.6458094
10602434,49.7554104,6.6475922
10602435,49.7563375,6.6485197
10602437,49.7611996,6.6352616
10602446,49.7614875,6.6468722
10602539,49.7637603,6.6506984
10602540,49.7655142,6.6542287
10602544,49.7635988,6.6570691
10602644,49.7580805,6.6492473
10602703,49.7598846,6.6447311
10602723,49.7597837,6.6447074
20833724,49.7483657,6.6533114
20833778,49.7482482,6.6445065
20833779,49.7483572,6.6439324
20833780,49.748562,6.643521
20833781,49.7487022,6.6433758
20833782,49.7489838,6.6428744
20833784,49.7485536,6.6424817
20833787,49.74828,6.6432562
20833790,49.7504129,6.6439913
20833799,49.7499935,6.6435261
20833802,49.7536988,6.6462625
20833853,49.7635988,6.6677013
20833878,49.7521293,6.6835031
20833879,49.7521304,6.6833343
20833880,49.7518482,6.6832637
20833883,49.7516616,6.6841104
20833888,49.7444947,6.6916461
20833910,49.7417182,6.6699726
20833912,49.7606792,6.642082
20833915,49.7616149,6.6379458
20833916,49.7626325,6.6368609
20833918,49.7638269,6.6350366
20833929,49.772686,6.6628426
20833954,49.7497601,6.6777795
20833956,49.75042,6.6771
20833958,49.7504295,6.6766673
20834066,49.7408459,6.6284621
20834068,49.7391275,6.6313329
20834107,49.763701,6.6344802
20834108,49.7620434,6.6330624
20834112,49.7579807,6.6337838
20834113,49.7577494,6.6347606
20834122,49.7594362,6.6422994
20834590,49.7410641,6.6190253
20835220,49.7435969,6.6674933
20835222,49.7442601,6.6680095
20909318,49.7432971,6.6855911
20909331,49.7381994,6.691412
20909334,49.7369951,6.689718
20909342,49.7371779,6.6847452
20909348,49.7416292,6.6871743
20909349,49.7422697,6.6868711
20909351,49.7429851,6.686028
20909353,49.7435388,6.6843331
20909356,49.7430412,6.6838797
20909360,49.7437177,6.6834379
20909370,49.7425861,6.6819538
20909376,49.7442746,6.6826727
20909377,49.7450265,6.6824748
20909399,49.7378239,6.6963633
20909400,49.7379269,6.6960875
20909401,49.7378797,6.6959974
20909404,49.7377164,6.6963091
20909416,49.7346419,6.705014
20909449,49.7399512,6.6735044
20909458,49.7440954,6.6610026
20909472,49.7632289,6.6594065
20909476,49.7637484,6.6609775
20909500,49.7725038,6.6687146
20909522,49.7679641,6.6576884
20909526,49.7730137,6.6661045
20909530,49.7515908,6.6449759
20909531,49.7520606,6.6453205
20909533,49.7536455,6.646522
20909535,49.7517467,6.646428
20909541,49.7562145,6.6488681
20909546,49.7552414,6.6449257
20909549,49.7551861,6.6455082
20909551,49.7546436,6.6455674
20909559,49.7569641,6.6467998
20909560,49.7579853,6.6483997
20909561,49.7584422,6.6471883
20909562,49.7577679,6.6458626
20909564,49.7578643,6.6465409
20909565,49.7593893,6.6452935
20909570,49.7577204,6.6445922
20909571,49.7567567,6.645693
20909582,49.7564751,6.6480841
20909583,49.7498018,6.6370719
20909584,49.7510144,6.6282025
20909585,49.7505552,6.631313
20909586,49.7501353,6.6344757
20909587,49.7508865,6.6314816
20909598,49.7560957,6.6366483
20909599,49.7567926,6.6343725
20909602,49.7547661,6.6364475
20909603,49.7541015,6.6363458
20909604,49.7527336,6.6365363
20909605,49.7524637,6.6362377
20909606,49.7514502,6.6353115
20909607,49.7518585,6.6345258
20909628,49.7515275,6.6410855
20909678,49.7428642,6.6658217
20909834,49.7427623,6.6661107
20909889,49.7575577,6.6445334
20909891,49.7576342,6.6461423
20965057,49.7380589,6.6958667
20965077,49.7477502,6.6502638
20965084,49.7550418,6.6514105
20965086,49.7283652,6.7028042
31941751,49.768046,6.6244992
31941773,49.7678941,6.625857
31941794,49.7674006,6.626739
31942123,49.7636742,6.6336436
33748763,49.72521,6.6275671
33748792,49.7306883,6.6267786
33748801,49.7382261,6.6285701
35486969,49.7446536,6.6251105
41103263,49.7610059,6.655974
41457279,49.7624609,6.6452939
41457293,49.7523385,6.6322658
50126212,49.730873,6.6268626
59848071,49.7448739,6.6238448
59848095,49.7403194,6.6182948
60348872,49.7724383,6.60208
60348910,49.7724652,6.6018331
60356272,49.7406348,6.6195021
60356461,49.7392304,6.6251256
60356781,49.7392194,6.6279408
60356782,49.7392188,6.6288542
60361731,49.738734,6.6286495
60361808,49.7511004,6.6281039
60363074,49.7389411,6.6293555
60365099,49.7512927,6.6282907
60365100,49.7518304,6.6282659
60365459,49.7512446,6.6281402
60366658,49.7619472,6.6332058
60366894,49.76379,6.6352154
60367617,49.7633247,6.6339567
60369867,49.7724948,6.6621022
60370846,49.7722779,6.6672243
60370847,49.7723614,6.6669292
60370848,49.7723311,6.6660724
60370851,49.7715779,6.6658007
60370857,49.7722053,6.6673071
60375008,49.7654194,6.6489667
60387828,49.7392995,6.6281452
60388202,49.7384749,6.6291602
60388330,49.7417099,6.6198501
60957312,49.7856816,6.7089258
76011155,49.7663216,6.6368832
78259131,49.7712531,6.6832995
78260103,49.7701247,6.6804374
78265692,49.7733893,6.6663951
78266450,49.7737885,6.6667469
78273822,49.7649417,6.6300743
79866946,49.7416096,6.6203135
87206700,49.7655591,6.6526314
87207023,49.7666075,6.6513187
87209201,49.7661554,6.6719736
87220845,49.7605249,6.6427413
88930909,49.7605418,6.6612696
89989804,49.7640299,6.6356422
90352989,49.7730589,6.6667079
91411742,49.7607163,6.6531757
91412562,49.7589023,6.6516066
91412565,49.7586162,6.6505794
91412568,49.7598738,6.6492126
91412570,49.7584518,6.6510664
91414808,49.757252,6.6513458
91417290,49.7576562,6.6492699
91417303,49.7572346,6.649379
91417731,49.7571098,6.6497591
101454147,49.773526,6.6049344
101454194,49.7732934,6.6045732
130330841,49.7540107,6.6451218
130372434,49.7594391,6.6392526
130482896,49.7535419,6.6421356
130482915,49.753662,6.6408962
130518145,49.7490343,6.6425701
132275261,49.7722107,6.6658163
132275273,49.7718641,6.6672418
132688569,49.7620472,6.6645218
137369321,49.748854,6.682482
139418029,49.7582983,6.6645257
139418053,49.7592342,6.6616014
139418060,49.7592058,6.6605967
177234516,49.7549946,6.6821736
177234594,49.7527609,6.6783064
177234659,49.7516977,6.6799109
177234772,49.7530346,6.6829765
194365033,49.738274,6.639703
194365364,49.7424007,6.642702
194366920,49.7388363,6.6343053
201402022,49.7826583,6.7076996
202048633,49.7465425,6.6355218
202048644,49.7493239,6.6293658
202048654,49.7495272,6.6280194
202048661,49.7490818,6.6307417
202048682,49.7475655,6.6299816
202048696,49.7483326,6.6344136
202048700,49.7507482,6.629784
202048715,49.7494638,6.6285227
202062656,49.747811,6.6290322
202087585,49.748004,6.6362142
202334909,49.7459332,6.6303459
202334913,49.7457569,6.631344
202334914,49.7454486,6.6334832
202334917,49.7470104,6.633016
202334922,49.7462926,6.6318159
202334936,49.74709,6.6325584
202918876,49.7649907,6.6265204
203112657,49.7429764,6.633837
203198558,49.744847,6.6363518
203198575,49.7446711,6.6362895
203198618,49.7440251,6.6343359
203198627,49.7452441,6.6348919
203198632,49.7462883,6.6294176
203198652,49.7458978,6.630498
203522192,49.7443427,6.6305095
203522322,49.7436084,6.6302579
203522333,49.7434573,6.6295016
203522340,49.74337,6.630187
203590522,49.7487791,6.6322055
206122804,49.7311741,6.6092274
206169040,49.7493284,6.6396797
206178456,49.7512752,6.6286228
206178458,49.7509264,6.6285068
206259358,49.7543873,6.6332236
206265752,49.7519712,6.6298819
206265753,49.7519597,6.629684
206265755,49.7511561,6.6295155
206270868,49.7362685,6.6292541
215679941,49.7659042,6.6547315
221638761,49.7419149,6.6407037
221649981,49.7398997,6.6398973
240745473,49.7585821,6.6249316
240748826,49.7582577,6.6515315
245397602,49.7845998,6.7102352
246522232,49.7523978,6.6814914
246522299,49.7516953,6.6785289
246522310,49.751356,6.6774618
246751193,49.7947809,6.7091757
246805578,49.7674956,6.624617
246805581,49.768029,6.6253023
246824011,49.7563025,6.6359546
246824012,49.7546254,6.6349632
246824013,49.7565788,6.6350635
246824014,49.7549197,6.6341581
246824016,49.7647493,6.6370363
246824017,49.765769,6.6382956
246824018,49.7668473,6.6396925
246824022,49.7651544,6.6393295
246824023,49.7638432,6.6386201
246824024,49.766236,6.6405604
246824025,49.76561,6.6413861
246824026,49.7654641,6.6415785
246824028,49.7646329,6.6402521
246824042,49.7619961,6.6376323
246824043,49.7622978,6.6381967
246827875,49.7683705,6.6465687
246827876,49.7682113,6.6461813
246828507,49.7649311,6.6442049
246834894,49.7658824,6.641933
246838043,49.7575885,6.6379873
247329119,49.7525056,6.6868952
247329186,49.7525993,6.6833577
247357596,49.754613,6.675314
247357672,49.7549196,6.6790805
247357760,49.7538706,6.6801828
247358603,49.7517348,6.6827794
247367269,49.7617853,6.6378527
247367974,49.7612042,6.6355263
247367976,49.7613211,6.6381398
247367977,49.7607191,6.6358486
247368180,49.7599288,6.6354551
247369590,49.7584021,6.6355183
247369593,49.7584578,6.6350135
247372235,49.7643434,6.6429432
247373145,49.7619657,6.6426215
247373153,49.760905,6.6413335
247375062,49.7588005,6.6330699
247375088,49.7583724,6.6326899
247375090,49.7585194,6.6322824
247384068,49.8127831,6.6908343
247384073,49.8123363,6.6898254
247384249,49.806932,6.6847365
247384318,49.790548,6.6784242
247384490,49.7637149,6.629183
247384491,49.7630664,6.6289313
247385606,49.7669622,6.6333767
247769708,49.7540418,6.6825195
248117312,49.7564719,6.6803675
248397476,49.7539572,6.6744668
248397526,49.7616972,6.6639637
248403351,49.7590655,6.6616603
248403358,49.7590024,6.6624679
251128000,49.7516885,6.6855555
251128003,49.7511964,6.6858472
251128084,49.7512451,6.6878439
251562794,49.7529328,6.6366367
253180493,49.7419178,6.6333198
253180496,49.7426424,6.6301588
253180500,49.7402564,6.6295403
253180503,49.7428092,6.6292897
253180505,49.7401976,6.6304319
253180507,49.7396029,6.631733
253180509,49.7393239,6.6301449
253180510,49.7397912,6.6342032
253180522,49.7396604,6.6347939
255282669,49.7391567,6.6242439
255704081,49.742364,6.6313012
